Name;Tradename;Disease;Indication;Status;URL;Category
ticagrelor;Possia;"Peripheral Vascular Diseases;Acute Coronary Syndrome";"Possia, co-administered with acetylsalicylic acid (ASA), is indicated for the prevention of atherothrombotic events in adult patients with acute coronary syndromes (unstable angina, non-ST-elevation myocardial infarction [NSTEMI] or ST-elevation myocardial infarction [STEMI]); including patients managed medically, and those who are managed with percutaneous coronary intervention (PCI) or coronary artery by-pass grafting (CABG).";Withdrawn;https://www.ema.europa.eu/en/medicines/human/EPAR/possia;Human
memantine;Memantine FGK;Alzheimer Disease;Treatment of Alzheimers disease;Application withdrawn;https://www.ema.europa.eu/en/medicines/human/EPAR/memantine-fgk;Human
"budesonide;salmeterol";Labazenit;Asthma;treatment of asthma;Refused;https://www.ema.europa.eu/en/medicines/human/EPAR/labazenit;Human
romidepsin;Istodax;Lymphoma, Non-Hodgkin;treatment of peripheral T-cell lymphoma (PTCL);Refused;https://www.ema.europa.eu/en/medicines/human/EPAR/istodax;Human
"memantine hydrochloride;donepezil hydrochloride";Acrescent;Alzheimer Disease;Treatment of Alzheimers disease;Refused;https://www.ema.europa.eu/en/medicines/human/EPAR/acrescent;Human
aliskiren;Riprazo;Hypertension;Treatment of essential hypertension.;Withdrawn;https://www.ema.europa.eu/en/medicines/human/EPAR/riprazo;Human
mercaptopurine;Loulla;Leukemia, Lymphoid;Treatment of acute lymphatic leukemia;Application withdrawn;https://www.ema.europa.eu/en/medicines/human/EPAR/loulla;Human
duloxetine;Duloxetine Boehringer Ingelheim;Diabetic Neuropathies;Treatment of diabetic peripheral neuropathic pain in adults.;Withdrawn;https://www.ema.europa.eu/en/medicines/human/EPAR/duloxetine-boehringer-ingelheim;Human
insulin human;Solumarv;;treatment of diabetes mellitus;Application withdrawn;https://www.ema.europa.eu/en/medicines/human/EPAR/solumarv;Human
insulin human;Isomarv medium;;treatment of diabetes mellitus;Application withdrawn;https://www.ema.europa.eu/en/medicines/human/EPAR/isomarv-medium;Human
insulin human;Combimarv;;Treatment of diabetes mellitus;Application withdrawn;https://www.ema.europa.eu/en/medicines/human/EPAR/combimarv;Human
taliglucerase alfa;Elelyso;Gaucher Disease;treatment of Gaucher disease;Refused;https://www.ema.europa.eu/en/medicines/human/EPAR/elelyso;Human
rilonacept;Rilonacept Regeneron (previously Arcalyst);Cryopyrin-Associated Periodic Syndromes;Rilonacept Regeneron is indicated for the treatment of cryopyrin-associated periodic syndromes (CAPS) with severe symptoms, including familial cold auto-inflammatory syndrome (FCAS) and Muckle-Wells syndrome (MWS), in adults and children aged 12 years and older.;Withdrawn;https://www.ema.europa.eu/en/medicines/human/EPAR/rilonacept-regeneron;Human
"amlodipine;valsartan;hydrochlorothiazide";Imprida HCT;Hypertension;Treatment of essential hypertension as substitution therapy in adult patients whose blood pressure is adequately controlled on the combination of amlodipine, valsartan and hydrochlorothiazide (HCT), taken either as three single-component formulations or as a dual-component and a single-component formulation.;Lapsed;https://www.ema.europa.eu/en/medicines/human/EPAR/imprida-hct;Human
zaleplon;Zerene;Sleep Initiation and Maintenance Disorders;Zerene is indicated for the treatment of patients with insomnia who have difficulty falling asleep. It is indicated only when the disorder is severe, disabling or subjecting the individual to extreme distress.;Withdrawn;https://www.ema.europa.eu/en/medicines/human/EPAR/zerene;Human
rivastigmine;Rivastigmine Teva;"Dementia;Alzheimer Disease;Parkinson Disease";Symptomatic treatment of mild to moderately severe Alzheimer's dementia. Symptomatic treatment of mild to moderately severe dementia in patients with idiopathic Parkinson's disease.;Withdrawn;https://www.ema.europa.eu/en/medicines/human/EPAR/rivastigmine-teva;Human
"aliskiren;hydrochlorothiazide";Riprazo HCT;Hypertension;Treatment of essential hypertension in adults. Riprazo HCT is indicated in patients whose blood pressure is not adequately controlled on aliskiren or hydrochlorothiazide used alone. Rirpozo HCT is indicated as substitution therapy in patients adequately controlled with aliskiren and hydrochlorothiazide, given concurrently, at the same dose level as in the combination.;Withdrawn;https://www.ema.europa.eu/en/medicines/human/EPAR/riprazo-hct;Human
"aliskiren;hydrochlorothiazide";Sprimeo HCT;Hypertension;Treatment of essential hypertension in adults. Sprimeo HCT is indicated in patients whose blood pressure is not adequately controlled on aliskiren or hydrochlorothiazide used alone. Sprimeo HCT is indicated as substitution therapy in patients adequately controlled with aliskiren and hydrochlorothiazide, given concurrently, at the same dose level as in the combination.;Withdrawn;https://www.ema.europa.eu/en/medicines/human/EPAR/sprimeo-hct;Human
eslicarbazepine acetate;Exalief;Epilepsy;Exalief is indicated as adjunctive therapy in adults with partial-onset seizures with or without secondary generalisation.;Lapsed;https://www.ema.europa.eu/en/medicines/human/EPAR/exalief;Human
diphtheria, tetanus, acellular pertussis, inactivated poliomyelitis, hepatitis B (recombinant) and Haemophilus influenzae type b conjugate vaccine, adjuvanted;Hexavac;"Hepatitis B;Tetanus;Immunization;Meningitis, Haemophilus;Whooping Cough;Poliomyelitis;Diphtheria";This combined vaccine is indicated for primary and booster vaccination of children against diphtheria, tetanus, pertussis, hepatitis B caused by all known subtypes of viruses, poliomyelitis and invasive infections caused by Haemophilus influenzae type b.;Withdrawn;https://www.ema.europa.eu/en/medicines/human/EPAR/hexavac;Human
becaplermin;Regranex;"Wound Healing;Skin Ulcer";Regranex is indicated, in association with other good wound care measures, to promote granulation and thereby the healing of full-thickness, neuropathic, chronic, diabetic ulcers less than or equal to 5 cm2.;Withdrawn;https://www.ema.europa.eu/en/medicines/human/EPAR/regranex;Human
alemtuzumab;MabCampath;Leukemia, Lymphocytic, Chronic, B-Cell;MabCampath is indicated for the treatment of patients with B-cell chronic lymphocytic leukaemia (BCLL) for whom fludarabine combination chemotherapy is not appropriate.;Withdrawn;https://www.ema.europa.eu/en/medicines/human/EPAR/mabcampath;Human
azagly-nafarelin;Gonazon;;Female salmonid fish such as Atlantic salmon (Salmo salar), rainbow trout (Oncorhynchus mykiss), brown trout (Salmo trutta) and Arctic charr (Salvelinus alpinus) Induction and synchronisation of ovulation for the production of eyed-eggs and fry. Dogs (bitches) Prevention of gonadal function in bitches via long term blockade of gonadotrophin synthesis.;Withdrawn;https://www.ema.europa.eu/en/medicines/veterinary/EPAR/gonazon;Veterinary
somatropin;Valtropin;"Turner Syndrome;Dwarfism, Pituitary";"Paediatric poulation  Long-term treatment of children (2 to 11 years old) and adolescents (12 to 18 years old) with growth failure due to an inadequate secretion of normal endogenous growth hormone. Treatment of short stature in children with Turner syndrome, confirmed by chromosome analysis. Treatment of growth retardation in pre-pubertal children with chronic renal insufficiency.  Adult patients  Replacement therapy in adults with pronounced growth hormone deficiency of either childhood- or adult-onset aetiology.  Patients with severe growth hormone deficiency in adulthood are defined as patients with known hypothalamic-pituitary pathology and at least one additional known deficiency of a pituitary hormone not being prolactin. These patients should undergo a single dynamic test in order to diagnose or exclude a growth hormone deficiency. In patients with childhood-onset isolated growth hormone deficiency (no evidence of hypothalamic-pituitary disease or cranial irradiation), two dynamic tests should be recommended, except for those having low insulin-like growth factor-1 (IGF-1) concentrations (&lt; 2 standard deviation score (SDS)), who may be considered for one test. The cut-off point of the dynamic test should be strict.";Withdrawn;https://www.ema.europa.eu/en/medicines/human/EPAR/valtropin;Human
mangafodipir;Teslascan;Magnetic Resonance Imaging;This medicinal product is for diagnostic use only. Contrast medium for diagnostic magnetic resonance imaging (MRI) for the detection of lesions of the liver suspected to be due to metastatic disease or hepatocellular carcinomas. As an adjunct to MRI to aid in the investigation of focal pancreatic lesions.;Withdrawn;https://www.ema.europa.eu/en/medicines/human/EPAR/teslascan;Human
lepirudin;Refludan;"Thromboembolism;Thrombocytopenia";Anticoagulation in adult patients with heparin-induced thrombocytopenia type II and thromboembolic disease mandating parenteral antithrombotic therapy. The diagnosis should be confirmed by the heparin-induced platelet activation assay or an equivalent test.;Withdrawn;https://www.ema.europa.eu/en/medicines/human/EPAR/refludan;Human
clopidogrel;Clopidogrel Acino Pharma GmbH;"Peripheral Vascular Diseases;Stroke;Myocardial Infarction";Clopidogrel is indicated in adults for the prevention of atherothrombotic events in:  patients suffering from myocardial infarction (from a few days until less than 35 days), ischaemic stroke (from 7 days until less than 6 months) or established peripheral arterial disease.  For further information please refer to section 5.1.;Withdrawn;https://www.ema.europa.eu/en/medicines/human/EPAR/clopidogrel-acino-pharma-gmbh;Human
clopidogrel;Clopidogrel Acino Pharma;"Peripheral Vascular Diseases;Stroke;Myocardial Infarction";Clopidogrel is indicated in adults for the prevention of atherothrombotic events in:  patients suffering from myocardial infarction (from a few days until less than 35 days), ischaemic stroke (from 7 days until less than 6 months) or established peripheral arterial disease.  For further information please refer to section 5.1.;Withdrawn;https://www.ema.europa.eu/en/medicines/human/EPAR/clopidogrel-acino-pharma;Human
clopidogrel;Clopidogrel Hexal;"Peripheral Vascular Diseases;Acute Coronary Syndrome;Myocardial Infarction;Stroke";"Clopidogrel is indicated in adults for the prevention of atherothrombotic events in:  patients suffering from myocardial infarction (from a few days until less than 35 days), ischaemic stroke (from 7 days until less than 6 months) or established peripheral arterial disease; patients suffering from acute coronary syndrome:  Non-ST segment elevation acute coronary syndrome (unstable angina or non-Q-wave myocardial infarction), including patients undergoing a stent placement following percutaneous coronary intervention, in combination with acetylsalicylic acid (ASA); ST segment elevation acute myocardial infarction, in combination with ASA in medically treated patients eligible for thrombolytic therapy.    For further information please refer to section 5.1.";Withdrawn;https://www.ema.europa.eu/en/medicines/human/EPAR/clopidogrel-hexal;Human
aliskiren;Sprimeo;Hypertension;Treatment of essential hypertension.;Withdrawn;https://www.ema.europa.eu/en/medicines/human/EPAR/sprimeo;Human
